film_slug,film_id,title,genre_1,genre_2,genre_3,genre_4,genre_5
z-for-zachariah-2015,,Z for Zachariah,Drama,Science Fiction,Romance,Thriller,
dope-2015,,Dope,Drama,Comedy,Crime,,
the-last-naruto-the-movie,,The Last: Naruto the Movie,Action,Animation,Romance,,
exodus-gods-and-kings,,Exodus: Gods and Kings,Drama,Action,Adventure,,
fury-2014,,Fury,War,Drama,Action,,
dracula-untold,,Dracula Untold,Fantasy,Horror,Action,,
annabelle,,Annabelle,Horror,,,,
two-night-stand,,Two Night Stand,Romance,Comedy,,,
the-maze-runner,,The Maze Runner,Science Fiction,Thriller,Action,Mystery,
this-is-where-i-leave-you,,This Is Where I Leave You,Comedy,Drama,,,
the-equalizer,,The Equalizer,Crime,Action,Thriller,,
while-were-young,,While We're Young,Comedy,Drama,,,
the-drop-2014,,The Drop,Drama,Crime,,,
the-imitation-game,,The Imitation Game,Drama,War,Thriller,History,
as-above-so-below-2014,,"As Above, So Below",Horror,Thriller,,,
transformers-age-of-extinction,,Transformers: Age of Extinction,Science Fiction,Adventure,Action,,
the-longest-week,,The Longest Week,Comedy,Drama,,,
maleficent,,Maleficent,Romance,Fantasy,Action,Adventure,Family
the-captive-2014,,The Captive,Thriller,Crime,Drama,,
neighbors-2014,,Neighbors,Comedy,,,,
noah,,Noah,Drama,Adventure,,,
the-two-faces-of-january,,The Two Faces of January,Thriller,,,,
that-awkward-moment,,That Awkward Moment,Comedy,Romance,,,
non-stop-2014,,Non-Stop,Thriller,Mystery,Action,,
paranormal-activity-the-marked-ones,,Paranormal Activity: The Marked Ones,Horror,Thriller,,,
frozen-2013,,Frozen,Fantasy,Animation,Adventure,Family,
lone-survivor,,Lone Survivor,War,Action,Drama,,
carrie-2013,,Carrie,Drama,Horror,,,
captain-phillips,,Captain Phillips,Action,Drama,Thriller,,
coherence,,Coherence,Science Fiction,Thriller,,,
insidious-chapter-2,,Insidious: Chapter 2,Thriller,Horror,,,
the-family-2013,,The Family,Comedy,Action,Crime,,
dallas-buyers-club,,Dallas Buyers Club,History,Drama,,,
what-if-2013,,What If,Drama,Romance,Comedy,,
begin-again,,Begin Again,Comedy,Drama,Music,Romance,
horns,,Horns,Fantasy,Thriller,Drama,,
locke,,Locke,Thriller,Drama,,,
percy-jackson-sea-of-monsters,,Percy Jackson: Sea of Monsters,Fantasy,Adventure,Family,,
were-the-millers,,We're the Millers,Comedy,Crime,,,
the-lone-ranger,,The Lone Ranger,Western,Action,Adventure,,
now-you-see-me,,Now You See Me,Thriller,Crime,,,
fast-furious-6,,Fast & Furious 6,Action,Crime,Thriller,,
the-big-wedding,,The Big Wedding,Comedy,,,,
olympus-has-fallen,,Olympus Has Fallen,Thriller,Action,,,
side-effects-2013,,Side Effects,Crime,Drama,Thriller,,
charlie-countryman,,Charlie Countryman,Drama,Romance,Thriller,Action,Comedy
before-midnight,,Before Midnight,Drama,Romance,,,
don-jon,,Don Jon,Comedy,Romance,Drama,,
the-spectacular-now,,The Spectacular Now,Romance,Drama,Comedy,,
this-is-40,,This Is 40,Comedy,,,,
looper,,Looper,Thriller,Science Fiction,Action,,
the-perks-of-being-a-wallflower,,The Perks of Being a Wallflower,Drama,,,,
end-of-watch,,End of Watch,Drama,Thriller,Crime,,
silver-linings-playbook,,Silver Linings Playbook,Romance,Drama,Comedy,,
premium-rush,,Premium Rush,Thriller,Crime,Action,,
seeking-a-friend-for-the-end-of-the-world,,Seeking a Friend for the End of the World,Comedy,Romance,Adventure,Drama,
ted,,Ted,Comedy,Fantasy,,,
thats-my-boy-2012,,That's My Boy,Comedy,,,,
chernobyl-diaries,,Chernobyl Diaries,Thriller,Horror,,,
the-hunt-2012,,The Hunt,Drama,,,,
lawless,,Lawless,Western,Crime,Drama,,
men-in-black-3,,Men in Black 3,Comedy,Action,Science Fiction,,
wrath-of-the-titans,,Wrath of the Titans,Action,Fantasy,Adventure,,
sinister,,Sinister,Thriller,Horror,Mystery,,
red-lights-2012,,Red Lights,Thriller,,,,
john-carter,,John Carter,Science Fiction,Adventure,Action,,
flight,,Flight,Drama,,,,
the-woman-in-black-2012,,The Woman in Black,Drama,Horror,Thriller,,
chronicle,,Chronicle,Thriller,Science Fiction,Drama,,
the-best-exotic-marigold-hotel,,The Best Exotic Marigold Hotel,Drama,Comedy,,,
sherlock-holmes-a-game-of-shadows,,Sherlock Holmes: A Game of Shadows,Action,Mystery,Adventure,,
jack-and-jill,,Jack and Jill,Comedy,Family,,,
paranormal-activity-3,,Paranormal Activity 3,Horror,Mystery,,,
retreat,,Retreat,Drama,Horror,Thriller,,
the-rum-diary,,The Rum Diary,Comedy,Drama,,,
hugo,,Hugo,Adventure,Family,Drama,,
real-steel,,Real Steel,Drama,Action,Science Fiction,,
the-intouchables,,The Intouchables,Drama,Comedy,,,
warrior,,Warrior,Action,Drama,,,
fright-night-2011,,Fright Night,Comedy,Horror,,,
harry-potter-and-the-deathly-hallows-part-2,,Harry Potter and the Deathly Hallows: Part 2,Fantasy,Adventure,,,
horrible-bosses,,Horrible Bosses,Crime,Comedy,,,
transformers-dark-of-the-moon,,Transformers: Dark of the Moon,Adventure,Action,Science Fiction,,
green-lantern,,Green Lantern,Action,Adventure,Science Fiction,,
super-8,,Super 8,Thriller,Science Fiction,Mystery,,
kung-fu-panda-2,,Kung Fu Panda 2,Family,Animation,Comedy,,
midnight-in-paris,,Midnight in Paris,Comedy,Fantasy,Romance,,
pirates-of-the-caribbean-on-stranger-tides,,Pirates of the Caribbean: On Stranger Tides,Adventure,Fantasy,Action,,
fast-five,,Fast Five,Crime,Thriller,Action,,
source-code,,Source Code,Science Fiction,Mystery,Thriller,,
i-am-number-four,,I Am Number Four,Adventure,Action,Science Fiction,Thriller,
just-go-with-it,,Just Go with It,Comedy,Romance,,,
the-details,,The Details,Drama,Comedy,,,
the-green-hornet,,The Green Hornet,Crime,Comedy,Action,,
the-tourist,,The Tourist,Romance,Action,Thriller,,
tron-legacy,,TRON: Legacy,Adventure,Science Fiction,Action,,
tangled-2010,,Tangled,Family,Adventure,Animation,,
love-other-drugs,,Love & Other Drugs,Comedy,Drama,Romance,,
harry-potter-and-the-deathly-hallows-part-1,,Harry Potter and the Deathly Hallows: Part 1,Adventure,Fantasy,,,
dont-be-afraid-of-the-dark-2010,,Don't Be Afraid of the Dark,Fantasy,Horror,Thriller,,
unstoppable-2010,,Unstoppable,Thriller,Action,,,
due-date,,Due Date,Comedy,Drama,,,
megamind,,Megamind,Comedy,Science Fiction,Action,Family,Animation
devil,,Devil,Horror,Thriller,Mystery,,
the-kings-speech,,The King's Speech,History,Drama,,,
the-switch,,The Switch,Romance,Drama,Comedy,,
charlie-st-cloud,,Charlie St. Cloud,Romance,Drama,,,
flipped,,Flipped,Drama,Romance,,,
salt-2010,,Salt,Mystery,Thriller,Action,,
the-sorcerers-apprentice-2010,,The Sorcerer's Apprentice,Fantasy,Action,Adventure,,
grown-ups,,Grown Ups,Comedy,,,,
toy-story-3,,Toy Story 3,Comedy,Family,Animation,,
killers-2010,,Killers,Thriller,Action,Comedy,Romance,
clash-of-the-titans-2010,,Clash of the Titans,Action,Adventure,Fantasy,,
how-to-train-your-dragon,,How to Train Your Dragon,Fantasy,Family,Adventure,Animation,
the-bounty-hunter,,The Bounty Hunter,Action,Romance,Comedy,,
shes-out-of-my-league,,She's Out of My League,Comedy,Romance,,,
shutter-island,,Shutter Island,Mystery,Drama,Thriller,,
percy-jackson-the-olympians-the-lightning-thief,,Percy Jackson & the Olympians: The Lightning Thief,Adventure,Fantasy,Family,,
legion-2010,,Legion,Fantasy,Horror,Action,,
sherlock-holmes-2009,,Sherlock Holmes,Mystery,Adventure,Crime,,
everybodys-fine-2009,,Everybody's Fine,Drama,,,,
the-lovely-bones,,The Lovely Bones,Fantasy,Drama,,,
brothers-2009,,Brothers,Drama,War,Thriller,,
2012,,2012,Adventure,Action,Science Fiction,,
zombieland,,Zombieland,Comedy,Horror,,,
the-rebound,,The Rebound,Romance,Comedy,,,
mr-nobody,,Mr. Nobody,Romance,Drama,Science Fiction,,
daybreakers,,Daybreakers,Action,Science Fiction,Fantasy,,
transformers-revenge-of-the-fallen,,Transformers: Revenge of the Fallen,Action,Adventure,Science Fiction,,
the-hangover,,The Hangover,Comedy,,,,
a-prophet,,A Prophet,Crime,Drama,,,
star-trek,,Star Trek,Action,Science Fiction,Adventure,,
fast-furious,,Fast & Furious,Action,Thriller,Crime,,
the-haunting-in-connecticut,,The Haunting in Connecticut,Horror,Thriller,,,
dragonball-evolution,,Dragonball Evolution,Thriller,Action,Science Fiction,Adventure,Fantasy
the-pink-panther-2,,The Pink Panther 2,Mystery,Comedy,,,
adventureland,,Adventureland,Romance,Comedy,Drama,,
500-days-of-summer,,(500) Days of Summer,Romance,Comedy,Drama,,
defiance,,Defiance,War,Action,History,Drama,
marley-me,,Marley & Me,Family,Comedy,,,
bedtime-stories,,Bedtime Stories,Fantasy,Comedy,Romance,Family,
seven-pounds,,Seven Pounds,Drama,,,,
inkheart,,Inkheart,Family,Adventure,Fantasy,,
quantum-of-solace,,Quantum of Solace,Thriller,Action,Adventure,,
eagle-eye,,Eagle Eye,Action,Thriller,Mystery,,
keith,,Keith,Romance,Drama,,,
slumdog-millionaire,,Slumdog Millionaire,Drama,Romance,,,
vicky-cristina-barcelona,,Vicky Cristina Barcelona,Romance,Drama,,,
walle,,WALL·E,Animation,Science Fiction,Family,,
hancock,,Hancock,Fantasy,Action,,,
get-smart,,Get Smart,Action,Thriller,Comedy,,
wanted-2008,,Wanted,Crime,Action,Thriller,,
indiana-jones-and-the-kingdom-of-the-crystal-skull,,Indiana Jones and the Kingdom of the Crystal Skull,Adventure,Action,,,
kung-fu-panda,,Kung Fu Panda,Comedy,Drama,Family,Animation,Action
the-boy-in-the-striped-pyjamas,,The Boy in the Striped Pyjamas,War,History,Drama,,
forgetting-sarah-marshall,,Forgetting Sarah Marshall,Drama,Comedy,Romance,,
21,,21,Crime,Drama,,,
the-other-boleyn-girl,,The Other Boleyn Girl,Romance,Drama,History,,
jumper,,Jumper,Science Fiction,Adventure,Action,,
i-am-legend,,I Am Legend,Drama,Thriller,Science Fiction,,
awake,,Awake,Mystery,Crime,Thriller,,
timecrimes,,Timecrimes,Science Fiction,Thriller,,,
december-boys,,December Boys,Romance,Drama,,,
into-the-wild,,Into the Wild,Drama,Adventure,,,
rush-hour-3,,Rush Hour 3,Action,Comedy,Crime,,
an-american-crime,,An American Crime,Horror,Drama,Crime,,
i-now-pronounce-you-chuck-larry,,I Now Pronounce You Chuck & Larry,Comedy,Romance,,,
harry-potter-and-the-order-of-the-phoenix,,Harry Potter and the Order of the Phoenix,Adventure,Fantasy,,,
watching-the-detectives,,Watching the Detectives,Romance,Comedy,,,
vacancy-2007,,Vacancy,Thriller,Horror,,,
spider-man-3,,Spider-Man 3,Science Fiction,Action,Adventure,,
the-invisible,,The Invisible,Mystery,Fantasy,Thriller,,
disturbia,,Disturbia,Drama,Mystery,Thriller,,
meet-the-robinsons,,Meet the Robinsons,Animation,Family,Comedy,Science Fiction,Adventure
the-number-23,,The Number 23,Thriller,Mystery,Crime,,
bridge-to-terabithia,,Bridge to Terabithia,Adventure,Family,Drama,,
eragon,,Eragon,Family,Adventure,Fantasy,Action,
the-pursuit-of-happyness,,The Pursuit of Happyness,Drama,,,,
blood-diamond,,Blood Diamond,Action,Thriller,Drama,,
the-covenant,,The Covenant,Horror,Action,Adventure,Fantasy,
pirates-of-the-caribbean-dead-mans-chest,,Pirates of the Caribbean: Dead Man's Chest,Action,Adventure,Fantasy,,
click,,Click,Fantasy,Drama,Comedy,,
superman-returns,,Superman Returns,Adventure,Action,Science Fiction,,
pans-labyrinth,,Pan's Labyrinth,War,Drama,Fantasy,,
the-break-up,,The Break-Up,Comedy,Romance,,,
inside-man,,Inside Man,Crime,Drama,Thriller,,
the-pink-panther,,The Pink Panther,Crime,Adventure,Comedy,Mystery,Family
king-kong-2005,,King Kong,Action,Adventure,Drama,,
zathura-a-space-adventure,,Zathura: A Space Adventure,Adventure,Family,Science Fiction,,
harry-potter-and-the-goblet-of-fire,,Harry Potter and the Goblet of Fire,Adventure,Fantasy,,,
just-like-heaven,,Just Like Heaven,Romance,Fantasy,Comedy,,
imagine-me-you,,Imagine Me & You,Drama,Comedy,Romance,,
goal-2005,,Goal!,Drama,,,,
the-exorcism-of-emily-rose,,The Exorcism of Emily Rose,Horror,Drama,Thriller,Crime,
tsotsi,,Tsotsi,Crime,Drama,,,
red-eye,,Red Eye,Mystery,Thriller,,,
sky-high-2005,,Sky High,Adventure,Family,Comedy,,
fantastic-four-2005,,Fantastic Four,Science Fiction,Action,Fantasy,,
mr-mrs-smith-2005,,Mr. & Mrs. Smith,Drama,Thriller,Action,Comedy,
cinderella-man,,Cinderella Man,History,Romance,Drama,,
the-longest-yard-2005,,The Longest Yard,Crime,Drama,Comedy,,
match-point,,Match Point,Romance,Thriller,Drama,,
the-sandlot-2,,The Sandlot 2,Comedy,Family,,,
robots,,Robots,Science Fiction,Animation,Comedy,Family,
the-pacifier,,The Pacifier,Action,Family,Comedy,,
hitch-2005,,Hitch,Romance,Comedy,Drama,,
unleashed,,Unleashed,Action,Crime,,,
in-good-company-2004,,In Good Company,Drama,Romance,Comedy,,
lemony-snickets-a-series-of-unfortunate-events,,Lemony Snicket's A Series of Unfortunate Events,Adventure,Family,Comedy,,
the-incredibles,,The Incredibles,Animation,Family,Adventure,Action,
howls-moving-castle,,Howl's Moving Castle,Animation,Fantasy,Adventure,,
i-robot,,"I, Robot",Action,Science Fiction,,,
the-terminal,,The Terminal,Comedy,Drama,,,
harry-potter-and-the-prisoner-of-azkaban,,Harry Potter and the Prisoner of Azkaban,Adventure,Fantasy,,,
the-notebook,,The Notebook,Romance,Drama,,,
the-day-after-tomorrow,,The Day After Tomorrow,Thriller,Science Fiction,Adventure,,
troy,,Troy,Action,History,War,,
mean-girls,,Mean Girls,Comedy,Drama,,,
kill-bill-vol-2,,Kill Bill: Vol. 2,Thriller,Action,Crime,,
hellboy,,Hellboy,Action,Fantasy,,,
secret-window,,Secret Window,Mystery,Thriller,,,
the-girl-next-door-2004,,The Girl Next Door,Romance,Comedy,,,
50-first-dates,,50 First Dates,Comedy,Romance,,,
before-sunset,,Before Sunset,Drama,Romance,,,
the-butterfly-effect,,The Butterfly Effect,Thriller,Science Fiction,,,
garden-state,,Garden State,Comedy,Drama,Romance,,
somethings-gotta-give,,Something's Gotta Give,Romance,Comedy,Drama,,
the-haunted-mansion,,The Haunted Mansion,Comedy,Mystery,Fantasy,Family,Thriller
the-matrix-revolutions,,The Matrix Revolutions,Thriller,Science Fiction,Adventure,Action,
kill-bill-vol-1,,Kill Bill: Vol. 1,Crime,Action,,,
school-of-rock,,School of Rock,Music,Family,Comedy,,
out-of-time,,Out of Time,Drama,Crime,Thriller,,
freaky-friday-2003,,Freaky Friday,Comedy,Romance,Family,Fantasy,
gigli,,Gigli,Crime,Drama,Comedy,Romance,
terminator-3-rise-of-the-machines,,Terminator 3: Rise of the Machines,Science Fiction,Thriller,Action,,
pirates-of-the-caribbean-the-curse-of-the-black-pearl,,Pirates of the Caribbean: The Curse of the Black Pearl,Fantasy,Adventure,Action,,
hulk,,Hulk,Science Fiction,Adventure,Action,,
2-fast-2-furious,,2 Fast 2 Furious,Crime,Action,Thriller,,
the-texas-chainsaw-massacre,,The Texas Chainsaw Massacre,Horror,,,,
finding-nemo,,Finding Nemo,Adventure,Family,Animation,,
evil,,Evil,Drama,,,,
the-matrix-reloaded,,The Matrix Reloaded,Thriller,Science Fiction,Action,Adventure,
identity,,Identity,Mystery,Thriller,,,
holes,,Holes,Drama,Comedy,Adventure,Family,
maid-in-manhattan,,Maid in Manhattan,Drama,Comedy,Romance,,
harry-potter-and-the-chamber-of-secrets,,Harry Potter and the Chamber of Secrets,Adventure,Fantasy,,,
8-mile,,8 Mile,Drama,Music,,,
men-in-black-ii,,Men in Black II,Science Fiction,Comedy,Action,,
lilo-stitch,,Lilo & Stitch,Comedy,Animation,Family,Science Fiction,
the-bourne-identity-2002,,The Bourne Identity,Drama,Action,Thriller,Mystery,
the-pianist,,The Pianist,War,Drama,,,
unfaithful,,Unfaithful,Drama,Thriller,Romance,,
john-q,,John Q,Thriller,Drama,Crime,,
gerry,,Gerry,Drama,Mystery,Adventure,,
a-beautiful-mind,,A Beautiful Mind,Romance,Drama,,,
monsters-inc,,"Monsters, Inc.",Comedy,Animation,Family,,
lovely-amazing,,Lovely & Amazing,Drama,Romance,Comedy,,
rush-hour-2,,Rush Hour 2,Action,Crime,Comedy,,
the-fast-and-the-furious-2001,,The Fast and the Furious,Action,Crime,Thriller,,
pearl-harbor,,Pearl Harbor,Romance,Action,War,History,
the-mummy-returns,,The Mummy Returns,Fantasy,Action,Adventure,,
blow,,Blow,Drama,Crime,,,
sweet-november,,Sweet November,Romance,Drama,,,
cast-away,,Cast Away,Drama,Adventure,,,
finding-forrester,,Finding Forrester,History,Drama,,,
malena,,Malena,Drama,,,,
remember-the-titans,,Remember the Titans,Drama,,,,
what-lies-beneath,,What Lies Beneath,Drama,Mystery,Horror,Thriller,
amores-perros,,Amores Perros,Thriller,Drama,,,
dinosaur,,Dinosaur,Adventure,Animation,Family,Drama,
the-beach,,The Beach,Drama,Romance,Thriller,Adventure,
love-basketball,,Love & Basketball,Drama,Romance,Comedy,,
the-cider-house-rules,,The Cider House Rules,Drama,,,,
the-talented-mr-ripley,,The Talented Mr. Ripley,Crime,Thriller,Drama,,
toy-story-2,,Toy Story 2,Comedy,Family,Animation,,
american-beauty,,American Beauty,Drama,,,,
the-sixth-sense,,The Sixth Sense,Thriller,Mystery,Horror,Drama,
the-iron-giant,,The Iron Giant,Animation,Drama,Science Fiction,Family,
the-wood,,The Wood,Romance,Drama,Comedy,,
tarzan,,Tarzan,Family,Animation,Adventure,,
the-mummy-1999,,The Mummy,Action,Adventure,Fantasy,,
october-sky,,October Sky,Drama,History,,,
the-blair-witch-project,,The Blair Witch Project,Mystery,Horror,,,
the-prince-of-egypt,,The Prince of Egypt,Adventure,Family,Animation,Drama,
shakespeare-in-love,,Shakespeare in Love,Comedy,Romance,History,,
jack-frost,,Jack Frost,Family,Drama,Comedy,Fantasy,
a-bugs-life,,A Bug's Life,Animation,Adventure,Comedy,Family,
meet-joe-black,,Meet Joe Black,Drama,Romance,Fantasy,,
practical-magic,,Practical Magic,Fantasy,Comedy,Romance,,
rush-hour,,Rush Hour,Crime,Action,Comedy,,
a-simple-plan,,A Simple Plan,Crime,Drama,Thriller,,
run-lola-run,,Run Lola Run,Action,Thriller,Drama,,
the-parent-trap-1998,,The Parent Trap,Family,Romance,Comedy,,
the-mask-of-zorro,,The Mask of Zorro,Action,Adventure,,,
doctor-dolittle-1998,,Doctor Dolittle,Comedy,Family,Fantasy,,
mulan,,Mulan,Family,Animation,Adventure,,
he-got-game,,He Got Game,Drama,,,,
following,,Following,Drama,Thriller,,,
wild-things,,Wild Things,Thriller,Mystery,Drama,,
kite,,Kite,Action,Animation,Thriller,,
life-is-beautiful,,Life Is Beautiful,Comedy,Drama,,,
home-alone-3,,Home Alone 3,Comedy,Family,,,
i-know-what-you-did-last-summer,,I Know What You Did Last Summer,Mystery,Horror,Thriller,,
the-edge,,The Edge,Action,Adventure,Drama,,
the-game,,The Game,Drama,Thriller,Mystery,,
perfect-blue,,Perfect Blue,Thriller,Animation,Horror,,
air-force-one,,Air Force One,Action,Thriller,,,
gattaca,,Gattaca,Romance,Mystery,Thriller,Science Fiction,
men-in-black,,Men in Black,Science Fiction,Comedy,Action,Adventure,
hercules-1997,,Hercules,Animation,Adventure,Romance,Comedy,Fantasy
the-odyssey,,The Odyssey,Drama,,,,
la-confidential,,L.A. Confidential,Mystery,Crime,Thriller,,
liar-liar,,Liar Liar,Comedy,,,,
donnie-brasco,,Donnie Brasco,Drama,Thriller,Crime,,
101-dalmatians,,101 Dalmatians,Family,Comedy,,,
sleepers,,Sleepers,Drama,Crime,Thriller,,
a-summers-tale,,A Summer's Tale,Comedy,Romance,Drama,,
jumanji,,Jumanji,Family,Adventure,Fantasy,,
toy-story,,Toy Story,Adventure,Comedy,Animation,Family,
leaving-las-vegas,,Leaving Las Vegas,Drama,Romance,,,
mortal-kombat,,Mortal Kombat,Fantasy,Action,,,
pocahontas,,Pocahontas,Romance,Animation,Family,Adventure,
batman-forever,,Batman Forever,Fantasy,Action,Crime,,
casper,,Casper,Family,Fantasy,Comedy,,
braveheart,,Braveheart,Action,History,Drama,War,
friday,,Friday,Drama,Comedy,,,
bad-boys-1995,,Bad Boys,Comedy,Thriller,Action,Crime,
rumble-in-the-bronx,,Rumble in the Bronx,Thriller,Comedy,Action,Crime,
dumb-and-dumber,,Dumb and Dumber,Comedy,,,,
leon-the-professional,,Léon: The Professional,Crime,Action,Drama,,
it-could-happen-to-you,,It Could Happen to You,Comedy,Romance,Drama,,
babys-day-out,,Baby's Day Out,Comedy,Adventure,Family,Crime,
forrest-gump,,Forrest Gump,Drama,Romance,Comedy,,
the-lion-king,,The Lion King,Animation,Drama,Family,,
shallow-grave,,Shallow Grave,Thriller,Crime,,,
the-crow,,The Crow,Action,Thriller,Fantasy,,
reality-bites,,Reality Bites,Romance,Comedy,Drama,,
schindlers-list,,Schindler's List,History,Drama,War,,
whats-eating-gilbert-grape,,What's Eating Gilbert Grape,Romance,Drama,,,
a-bronx-tale,,A Bronx Tale,Drama,Crime,,,
the-fugitive-1993,,The Fugitive,Drama,Thriller,Action,,
free-willy,,Free Willy,Adventure,Family,Drama,,
menace-ii-society,,Menace II Society,Crime,Drama,Thriller,,
indecent-proposal,,Indecent Proposal,Drama,Romance,,,
the-sandlot,,The Sandlot,Family,Comedy,Drama,,
alive,,Alive,History,Adventure,Drama,,
the-bodyguard-1992,,The Bodyguard,Drama,Action,Romance,,
bram-stokers-dracula,,Bram Stoker's Dracula,Horror,Romance,,,
aladdin,,Aladdin,Fantasy,Adventure,Romance,Family,Animation
batman-returns,,Batman Returns,Fantasy,Action,,,
my-cousin-vinny,,My Cousin Vinny,Drama,Comedy,,,
raise-the-red-lantern,,Raise the Red Lantern,Drama,,,,
hook,,Hook,Comedy,Adventure,Fantasy,Family,
the-godfather-part-iii,,The Godfather Part III,Drama,Thriller,Crime,,
edward-scissorhands,,Edward Scissorhands,Fantasy,Drama,Romance,,
ghost,,Ghost,Fantasy,Romance,Thriller,,
back-to-the-future-part-iii,,Back to the Future Part III,Comedy,Adventure,Science Fiction,,
pretty-woman,,Pretty Woman,Comedy,Romance,,,
back-to-the-future-part-ii,,Back to the Future Part II,Science Fiction,Comedy,Adventure,,
batman-1989,,Batman,Fantasy,Action,Crime,,
indiana-jones-and-the-last-crusade,,Indiana Jones and the Last Crusade,Adventure,Action,,,
midnight-run,,Midnight Run,Thriller,Crime,Comedy,,
coming-to-america,,Coming to America,Romance,Comedy,,,
the-pick-up-artist,,The Pick-up Artist,Romance,Crime,Comedy,,
predator,,Predator,Thriller,Adventure,Science Fiction,Action,
the-secret-of-my-success,,The Secret of My Success,Comedy,,,,
ferris-buellers-day-off,,Ferris Bueller's Day Off,Comedy,,,,
fright-night,,Fright Night,Comedy,Horror,,,
weird-science,,Weird Science,Romance,Fantasy,Comedy,Science Fiction,
back-to-the-future,,Back to the Future,Adventure,Comedy,Science Fiction,,
the-breakfast-club,,The Breakfast Club,Drama,Comedy,,,
the-karate-kid,,The Karate Kid,Action,Drama,Family,,
indiana-jones-and-the-temple-of-doom,,Indiana Jones and the Temple of Doom,Adventure,Action,,,
sixteen-candles,,Sixteen Candles,Romance,Comedy,,,
a-christmas-story-1983,,A Christmas Story,Family,Comedy,,,
psycho-ii,,Psycho II,Thriller,Crime,Mystery,Horror,
the-goodbye-girl,,The Goodbye Girl,Romance,Drama,Comedy,,
wait-until-dark,,Wait Until Dark,Horror,Thriller,,,
le-samourai,,Le Samouraï,Drama,Thriller,Crime,,
thunderball,,Thunderball,Action,Thriller,Adventure,,
goldfinger,,Goldfinger,Action,Adventure,Thriller,,
from-russia-with-love,,From Russia with Love,Action,Adventure,Thriller,,
to-kill-a-mockingbird,,To Kill a Mockingbird,Drama,,,,
dr-no,,Dr. No,Action,Thriller,Adventure,,
lolita,,Lolita,Comedy,Drama,,,
psycho,,Psycho,Mystery,Thriller,Horror,,
the-apartment,,The Apartment,Drama,Romance,Comedy,,
some-like-it-hot,,Some Like It Hot,Romance,Crime,Comedy,,
vertigo,,Vertigo,Thriller,Romance,Mystery,,
12-angry-men,,12 Angry Men,Drama,,,,
the-man-who-knew-too-much-1956,,The Man Who Knew Too Much,Mystery,Thriller,Drama,,
lady-and-the-tramp,,Lady and the Tramp,Romance,Animation,Adventure,Family,Comedy
rear-window,,Rear Window,Thriller,Mystery,Drama,,
strangers-on-a-train,,Strangers on a Train,Thriller,Crime,Drama,,
citizen-kane,,Citizen Kane,Drama,Mystery,,,
city-lights,,City Lights,Drama,Comedy,Romance,,
